,villa_name,price,agents,position,locality
0,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.2 Cr9,230 / sq ft1300 Area in sq ftReady to moveConstruction Status",Vivek AssociatesAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
1,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.35 Cr7,485 / sq ft1815 Area in sq ftReady to moveConstruction Status",BestpropinAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
2,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.55 Cr7,948 / sq ft1950 Area in sq ftReady to moveConstruction Status",Sahara Real Estate ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
3,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.37 Cr7,002 / sq ft1964 Area in sq ftUnder ConstructionConstruction Status",YugandharAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
4,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 2.14 Cr7,919 / sq ft2710 Area in sq ftUnder ConstructionConstruction Status",RamanaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
5,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 32 L12,307 / sq ft260 Area in sq ftUnder ConstructionConstruction Status",Sunitha kritiAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
6,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.07 Cr7,300 / sq ft1476 Area in sq ftUnder ConstructionConstruction Status",Full Basket property services Pvt ltdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
7,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 2.1 Cr8,183 / sq ft2566 Area in sq ftReady to moveConstruction Status",gopi siddeAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
8,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.1 Cr6,196 / sq ft1776 Area in sq ftUnder ConstructionConstruction Status",Raga EstateAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
9,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 89.22 L6,949 / sq ft1284 Area in sq ftUnder ConstructionConstruction Status",Kazim Co Real EstateAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
10,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 87.11 L6,079 / sq ft1433 Area in sq ftReady to moveConstruction Status",EXP Global India Pvt LtdAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
11,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.6 Cr7,699 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Renu RSRAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
12,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 48 L3,966 / sq ft1210 Area in sq ftUnder ConstructionConstruction Status",TlrinfraAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
13,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 12 Cr24,000 / sq ft5000 Area in sq ftReady to moveConstruction Status",Lanar RealtorsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
14,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 90 L4,800 / sq ft1875 Area in sq ftUnder ConstructionConstruction Status",P madhaviAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
15,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 85 L5,666 / sq ft1500 Area in sq ftUnder ConstructionConstruction Status",sumanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
16,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 1.5 Cr7,000 / sq ft2150 Area in sq ftUnder ConstructionConstruction Status",BharathAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
17,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 73.5 L6,580 / sq ft1117 Area in sq ftReady to moveConstruction Status",SudheerAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
18,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 95 L6,574 / sq ft1445 Area in sq ftReady to moveConstruction Status",KarimullaAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
19,"2 BHK Apartment in My Home MangalaKondapur, Hyderabad","Specifications 32 L12,075 / sq ft265 Area in sq ftReady to moveConstruction Status",RameshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
20,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.1 Cr6,111 / sq ft1800 Area in sq ftReady to moveConstruction Status",TejaswiniAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
21,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1 Cr6,893 / sq ft1460 Area in sq ftUnder ConstructionConstruction Status",Gopal KrishnaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
22,"3 BHK ApartmentKondapur, Hyderabad","Specifications 84 L5,936 / sq ft1415 Area in sq ftReady to moveConstruction Status",kavithaAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
23,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.2 Cr7,868 / sq ft1525 Area in sq ftUnder ConstructionConstruction Status",suresh kritiAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
24,"3 BHK ApartmentKondapur, Hyderabad","Specifications 50 L4,761 / sq ft1050 Area in sq ftReady to moveConstruction Status",LathaAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
25,"3 BHK ApartmentKondapur, Hyderabad","Specifications 60 L4,501 / sq ft1333 Area in sq ftUnder ConstructionConstruction Status",KarimullaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
26,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.48 Cr12,282 / sq ft1205 Area in sq ftReady to moveConstruction Status",AnudeepAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
27,"3 BHK ApartmentKondapur, Hyderabad","Specifications 4.5 Cr9,000 / sq ft5000 Area in sq ftReady to moveConstruction Status",Venu GopalAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
28,"3 BHK ApartmentKondapur, Hyderabad","Specifications 32 L11,851 / sq ft270 Area in sq ftReady to moveConstruction Status",LANDMARcAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
29,"3 BHK ApartmentKondapur, Hyderabad","Specifications 87.9 L6,000 / sq ft1465 Area in sq ftReady to moveConstruction Status",balarajuAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
30,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.06 Cr6,730 / sq ft1575 Area in sq ftUnder ConstructionConstruction Status",KK infraAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
31,"3 BHK ApartmentKondapur, Hyderabad","Specifications 78 L5,777 / sq ft1350 Area in sq ftUnder ConstructionConstruction Status",SonyAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
32,"3 BHK ApartmentKondapur, Hyderabad","Specifications 54 L4,500 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",Janu EslavathAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
33,"3 BHK ApartmentKondapur, Hyderabad","Specifications 50 L5,787 / sq ft864 Area in sq ftReady to moveConstruction Status",Naresh kritiAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
34,"3 BHK ApartmentKondapur, Hyderabad","Specifications 85 L5,882 / sq ft1445 Area in sq ftReady to moveConstruction Status",PbdgroupAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
35,"3 BHK ApartmentKondapur, Hyderabad","Specifications 78 L6,500 / sq ft1200 Area in sq ftReady to moveConstruction Status",JahnaviAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
36,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.53 Cr7,300 / sq ft2105 Area in sq ftReady to moveConstruction Status",LOVI Real Estate LLPAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
37,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.22 Cr5,199 / sq ft2356 Area in sq ftUnder ConstructionConstruction Status",ProptigerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
38,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.46 Cr7,000 / sq ft2097 Area in sq ftUnder ConstructionConstruction Status",Devulapalli Realtors Pvt LtdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
39,"3 BHK ApartmentKondapur, Hyderabad","Specifications 75.33 L6,075 / sq ft1240 Area in sq ftUnder ConstructionConstruction Status",PV Infra pvt LTDAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
40,"3 BHK ApartmentKondapur, Hyderabad","Specifications 35 L2,500 / sq ft1400 Area in sq ftUnder ConstructionConstruction Status",LakithAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
41,"3 BHK ApartmentKondapur, Hyderabad","Specifications 72 L4,500 / sq ft1600 Area in sq ftUnder ConstructionConstruction Status",SrinivasAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
42,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.3 Cr6,842 / sq ft1900 Area in sq ftReady to moveConstruction Status",Mamathaaruna projectsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
43,"3 BHK ApartmentKondapur, Hyderabad","Specifications 2.28 Cr7,800 / sq ft2925 Area in sq ftReady to moveConstruction Status",Shirisha LoviAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
44,"3 BHK ApartmentKondapur, Hyderabad","Specifications 96 L6,400 / sq ft1500 Area in sq ftReady to moveConstruction Status",MalleshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
45,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80.08 L6,500 / sq ft1232 Area in sq ftReady to moveConstruction Status",Royal Rajputana CoAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
46,"3 BHK ApartmentKondapur, Hyderabad","Specifications 88.35 L7,212 / sq ft1225 Area in sq ftReady to moveConstruction Status",Shivasai BuildersAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
47,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80 L6,153 / sq ft1300 Area in sq ftReady to moveConstruction Status",PROPERTY GUIDEWALAAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
48,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.26 Cr6,800 / sq ft1860 Area in sq ftUnder ConstructionConstruction Status",Talari PraveenAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
49,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.1 Cr7,189 / sq ft1530 Area in sq ftUnder ConstructionConstruction Status",Mohan RaoAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
50,"3 BHK ApartmentKondapur, Hyderabad","Specifications 80 L6,504 / sq ft1230 Area in sq ftReady to moveConstruction Status",Sahiti consultantAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
51,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.76 Cr8,500 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
52,"3 BHK ApartmentKondapur, Hyderabad","Specifications 66 L5,500 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",ChandramohanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
53,"3 BHK ApartmentKondapur, Hyderabad","Specifications 30 L8,219 / sq ft365 Area in sq ftUnder ConstructionConstruction Status",Remax New Vision RealtyAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
54,"3 BHK ApartmentKondapur, Hyderabad","Specifications 2.75 Cr12,331 / sq ft2230 Area in sq ftUnder ConstructionConstruction Status",Space Link Infra ConsultantsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
55,"3 BHK ApartmentKondapur, Hyderabad","Specifications 1.65 Cr11,036 / sq ft1495 Area in sq ftReady to moveConstruction Status",Hi-Tech PropertyAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
56,"3 BHK ApartmentKondapur, Hyderabad","Specifications 2.03 Cr10,500 / sq ft1940 Area in sq ftReady to moveConstruction Status",BestpropinAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
57,"3 BHK ApartmentKondapur, Hyderabad","Specifications 2.25 Cr8,302 / sq ft2710 Area in sq ftUnder ConstructionConstruction Status",EXP Global India Pvt LtdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
58,"3 BHK ApartmentKondapur, Hyderabad","Specifications 15 Cr25,000 / sq ft6000 Area in sq ftReady to moveConstruction Status",Lanar RealtorsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
59,"3 BHK ApartmentKondapur, Hyderabad","Specifications 50 L4,166 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",TlrinfraAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
60,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 33 L12,452 / sq ft265 Area in sq ftReady to moveConstruction Status",RameshAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
61,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1 Cr6,886 / sq ft1460 Area in sq ftUnder ConstructionConstruction Status",Gopal KrishnaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
62,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 84 L5,936 / sq ft1415 Area in sq ftReady to moveConstruction Status",kavithaAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
63,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.03 Cr6,100 / sq ft1700 Area in sq ftUnder ConstructionConstruction Status",SudheerAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
64,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.12 Cr7,000 / sq ft1600 Area in sq ftUnder ConstructionConstruction Status",BharathAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
65,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 8 Cr21,621 / sq ft3700 Area in sq ftReady to moveConstruction Status",Venu GopalAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
66,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 70.1 L5,699 / sq ft1230 Area in sq ftReady to moveConstruction Status",balarajuAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
67,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 53 L4,649 / sq ft1140 Area in sq ftUnder ConstructionConstruction Status",sumanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
68,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1 Cr7,142 / sq ft1400 Area in sq ftReady to moveConstruction Status",LathaAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
69,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1 Cr5,277 / sq ft1895 Area in sq ftUnder ConstructionConstruction Status",KK infraAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
70,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 79 L6,475 / sq ft1220 Area in sq ftUnder ConstructionConstruction Status",suresh kritiAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
71,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 85 L5,882 / sq ft1445 Area in sq ftUnder ConstructionConstruction Status",KarimullaAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
72,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.68 Cr8,999 / sq ft1870 Area in sq ftReady to moveConstruction Status",Kazim Co Real EstateAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
73,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 85 L5,821 / sq ft1460 Area in sq ftReady to moveConstruction Status",TejaswiniAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
74,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 78 L5,200 / sq ft1500 Area in sq ftReady to moveConstruction Status",PbdgroupAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
75,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.25 Cr9,637 / sq ft1297 Area in sq ftReady to moveConstruction Status",sellerVERIFIED OWNER,Ready to moveConstruction Status,"Kondapur, Hyderabad"
76,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.79 Cr7,000 / sq ft2566 Area in sq ftUnder ConstructionConstruction Status",Devulapalli Realtors Pvt LtdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
77,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.31 Cr6,200 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Raga EstateAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
78,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 36.66 L15,024 / sq ft244 Area in sq ftNewNew/Resale",sellerVERIFIED OWNER,NewNew/Resale,"Kondapur, Hyderabad"
79,"1 RK Studio ApartmentKondapur, Hyderabad","Specifications 1.07 Cr7,302 / sq ft1475 Area in sq ftUnder ConstructionConstruction Status",Full Basket property services Pvt ltdAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
80,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.5 Cr8,498 / sq ft1765 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
81,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.79 Cr8,423 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
82,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 2.05 Cr9,213 / sq ft2225 Area in sq ftReady to moveConstruction Status",Investor shareAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
83,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
84,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.84 Cr8,846 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
85,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.76 Cr8,500 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
86,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
87,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.62 Cr8,500 / sq ft1915 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
88,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.83 Cr8,500 / sq ft2160 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
89,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
90,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
91,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.63 Cr8,511 / sq ft1915 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
92,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.78 Cr8,400 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
93,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
94,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,333 / sq ft2160 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
95,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,470 / sq ft2125 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
96,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,653 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
97,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 3.2 Cr10,666 / sq ft3000 Area in sq ftReady to moveConstruction Status",ChandramohanAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
98,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 1.8 Cr8,653 / sq ft2080 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
99,"3 BHK Apartment in Lansum Eden GardensKondapur, Hyderabad","Specifications 67.2 L5,600 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",ChandramohanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
100,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 67.2 L5,600 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",ChandramohanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
101,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 67.2 L5,600 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",ChandramohanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
102,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 67.2 L5,600 / sq ft1200 Area in sq ftUnder ConstructionConstruction Status",ChandramohanAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
103,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 3.75 Cr11,000 / sq ft3415 Area in sq ftUnder ConstructionConstruction Status",Space Link Infra ConsultantsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
104,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 3.07 Cr11,300 / sq ft2720 Area in sq ftUnder ConstructionConstruction Status",Space Link Infra ConsultantsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
105,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 2.5 Cr11,300 / sq ft2215 Area in sq ftUnder ConstructionConstruction Status",Space Link Infra ConsultantsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
106,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 18.48 Cr30,058 / sq ft6148 Area in sq ftReady to moveConstruction Status",Space Link Infra ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
107,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 18.5 Cr30,091 / sq ft6148 Area in sq ftReady to moveConstruction Status",Space Link Infra ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
108,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 1.5 Cr8,498 / sq ft1765 Area in sq ftUnder ConstructionConstruction Status",Investor shareAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
109,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 3.76 Cr11,000 / sq ft3420 Area in sq ftUnder ConstructionConstruction Status",Space Link Infra ConsultantsAGENT0,Under ConstructionConstruction Status,"Kondapur, Hyderabad"
110,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 2.03 Cr9,000 / sq ft2260 Area in sq ftReady to moveConstruction Status",Space Link Infra ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
111,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 1.68 Cr9,000 / sq ft1870 Area in sq ftReady to moveConstruction Status",Space Link Infra ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
112,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 19.59 Cr31,864 / sq ft6148 Area in sq ftReady to moveConstruction Status",Space Link Infra ConsultantsAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
113,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 3.2 Cr11,111 / sq ft2880 Area in sq ftReady to moveConstruction Status",ChandramohanAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
114,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 38.4 L2,555 / sq ft1503 Area in sq ftNewNew/Resale",Chandra mohanAGENT0,NewNew/Resale,"Kondapur, Hyderabad"
115,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 68.98 L2,555 / sq ft2700 Area in sq ftNewNew/Resale",Chandra mohanAGENT0,NewNew/Resale,"Kondapur, Hyderabad"
116,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 50.58 L2,555 / sq ft1980 Area in sq ftNewNew/Resale",Chandra mohanAGENT0,NewNew/Resale,"Kondapur, Hyderabad"
117,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 38.63 L2,555 / sq ft1512 Area in sq ftNewNew/Resale",Chandra mohanAGENT0,NewNew/Resale,"Kondapur, Hyderabad"
118,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 1.96 Cr10,017 / sq ft1965 Area in sq ftReady to moveConstruction Status",Full Basket property services Pvt ltdAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
119,"2 BHK Apartment in Vasantha EliteKondapur, Hyderabad","Specifications 2.31 Cr10,123 / sq ft2290 Area in sq ftReady to moveConstruction Status",Full Basket property services Pvt ltdAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
120,"3 BHK Apartment in BSCPL Bollineni BionKondapur, Hyderabad","Specifications 1.96 Cr10,017 / sq ft1965 Area in sq ftReady to moveConstruction Status",Full Basket property services Pvt ltdAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
121,"3 BHK Apartment in BSCPL Bollineni BionKondapur, Hyderabad","Specifications 1.96 Cr10,017 / sq ft1965 Area in sq ftReady to moveConstruction Status",Full Basket property services Pvt ltdAGENT0,Ready to moveConstruction Status,"Kondapur, Hyderabad"
